,id,province,country,lat,long,date,cases,fatalities,capital,humidity,sunHour,tempC,windspeedKmph
147,214,,Algeria,28.0339,1.6596,2020-02-18,0.0,0.0,Algiers,83,5.5,16,11
148,215,,Algeria,28.0339,1.6596,2020-02-19,0.0,0.0,Algiers,76,11.0,16,18
149,216,,Algeria,28.0339,1.6596,2020-02-20,0.0,0.0,Algiers,69,11.0,20,8
150,217,,Algeria,28.0339,1.6596,2020-02-21,0.0,0.0,Algiers,69,10.1,18,11
151,218,,Algeria,28.0339,1.6596,2020-02-22,0.0,0.0,Algiers,67,11.1,20,7
152,219,,Algeria,28.0339,1.6596,2020-02-23,0.0,0.0,Algiers,52,11.1,20,6
153,220,,Algeria,28.0339,1.6596,2020-02-24,0.0,0.0,Algiers,46,11.1,22,5
154,221,,Algeria,28.0339,1.6596,2020-02-25,1.0,0.0,Algiers,51,11.1,20,12
155,222,,Algeria,28.0339,1.6596,2020-02-26,1.0,0.0,Algiers,64,8.6,18,12
156,223,,Algeria,28.0339,1.6596,2020-02-27,1.0,0.0,Algiers,65,11.2,19,9
157,224,,Algeria,28.0339,1.6596,2020-02-28,1.0,0.0,Algiers,50,11.2,23,7
158,225,,Algeria,28.0339,1.6596,2020-02-29,1.0,0.0,Algiers,42,11.2,22,11
159,226,,Algeria,28.0339,1.6596,2020-03-01,1.0,0.0,Algiers,57,11.2,20,15
160,227,,Algeria,28.0339,1.6596,2020-03-02,3.0,0.0,Algiers,58,10.1,20,23
161,228,,Algeria,28.0339,1.6596,2020-03-03,5.0,0.0,Algiers,54,11.3,16,25
162,229,,Algeria,28.0339,1.6596,2020-03-04,12.0,0.0,Algiers,74,8.6,18,20
163,230,,Algeria,28.0339,1.6596,2020-03-05,12.0,0.0,Algiers,66,11.3,22,12
164,231,,Algeria,28.0339,1.6596,2020-03-06,17.0,0.0,Algiers,62,5.7,17,30
165,232,,Algeria,28.0339,1.6596,2020-03-07,17.0,0.0,Algiers,60,5.7,14,25
166,233,,Algeria,28.0339,1.6596,2020-03-08,19.0,0.0,Algiers,53,11.4,18,8
167,234,,Algeria,28.0339,1.6596,2020-03-09,20.0,0.0,Algiers,54,10.1,15,14
168,235,,Algeria,28.0339,1.6596,2020-03-10,20.0,0.0,Algiers,63,11.5,14,14
169,236,,Algeria,28.0339,1.6596,2020-03-11,20.0,0.0,Algiers,47,11.5,24,6
170,237,,Algeria,28.0339,1.6596,2020-03-12,24.0,1.0,Algiers,47,11.5,28,7
171,238,,Algeria,28.0339,1.6596,2020-03-13,26.0,2.0,Algiers,50,11.5,22,10
172,239,,Algeria,28.0339,1.6596,2020-03-14,37.0,3.0,Algiers,79,11.6,19,10
173,240,,Algeria,28.0339,1.6596,2020-03-15,48.0,4.0,Algiers,74,10.2,21,9
174,241,,Algeria,28.0339,1.6596,2020-03-16,54.0,4.0,Algiers,71,10.2,21,9
175,242,,Algeria,28.0339,1.6596,2020-03-17,60.0,4.0,Algiers,87,7.4,18,9
176,243,,Algeria,28.0339,1.6596,2020-03-18,74.0,7.0,Algiers,83,10.2,19,11
177,244,,Algeria,28.0339,1.6596,2020-03-19,87.0,9.0,Algiers,81,10.2,19,16
178,245,,Algeria,28.0339,1.6596,2020-03-20,90.0,11.0,Algiers,73,10.3,20,12
179,246,,Algeria,28.0339,1.6596,2020-03-21,139.0,15.0,Algiers,80,7.6,17,11
180,280,,Andorra,42.5063,1.5218,2020-01-22,0.0,0.0,Andorra la Vella,98,3.5,0,7
181,281,,Andorra,42.5063,1.5218,2020-01-23,0.0,0.0,Andorra la Vella,97,3.5,-1,7
182,282,,Andorra,42.5063,1.5218,2020-01-24,0.0,0.0,Andorra la Vella,91,8.7,1,3
183,283,,Andorra,42.5063,1.5218,2020-01-25,0.0,0.0,Andorra la Vella,97,3.5,1,5
184,284,,Andorra,42.5063,1.5218,2020-01-26,0.0,0.0,Andorra la Vella,94,3.5,3,3
185,285,,Andorra,42.5063,1.5218,2020-01-27,0.0,0.0,Andorra la Vella,91,8.3,2,4
186,286,,Andorra,42.5063,1.5218,2020-01-28,0.0,0.0,Andorra la Vella,90,9.9,4,5
187,287,,Andorra,42.5063,1.5218,2020-01-29,0.0,0.0,Andorra la Vella,69,9.9,5,5
188,288,,Andorra,42.5063,1.5218,2020-01-30,0.0,0.0,Andorra la Vella,89,6.6,5,4
189,289,,Andorra,42.5063,1.5218,2020-01-31,0.0,0.0,Andorra la Vella,94,6.6,4,5
190,290,,Andorra,42.5063,1.5218,2020-02-01,0.0,0.0,Andorra la Vella,89,6.6,6,7
191,291,,Andorra,42.5063,1.5218,2020-02-02,0.0,0.0,Andorra la Vella,83,10.0,8,7
192,292,,Andorra,42.5063,1.5218,2020-02-03,0.0,0.0,Andorra la Vella,76,10.0,9,7
193,293,,Andorra,42.5063,1.5218,2020-02-04,0.0,0.0,Andorra la Vella,83,10.0,6,15
194,294,,Andorra,42.5063,1.5218,2020-02-05,0.0,0.0,Andorra la Vella,44,10.1,6,11
195,295,,Andorra,42.5063,1.5218,2020-02-06,0.0,0.0,Andorra la Vella,38,10.1,7,4
196,296,,Andorra,42.5063,1.5218,2020-02-07,0.0,0.0,Andorra la Vella,42,6.7,7,2
197,297,,Andorra,42.5063,1.5218,2020-02-08,0.0,0.0,Andorra la Vella,62,10.2,6,4
198,298,,Andorra,42.5063,1.5218,2020-02-09,0.0,0.0,Andorra la Vella,85,10.6,6,4
199,299,,Andorra,42.5063,1.5218,2020-02-10,0.0,0.0,Andorra la Vella,77,10.6,11,5
200,300,,Andorra,42.5063,1.5218,2020-02-11,0.0,0.0,Andorra la Vella,82,10.0,9,8
201,301,,Andorra,42.5063,1.5218,2020-02-12,0.0,0.0,Andorra la Vella,87,8.5,7,6
202,302,,Andorra,42.5063,1.5218,2020-02-13,0.0,0.0,Andorra la Vella,89,8.5,8,6
203,303,,Andorra,42.5063,1.5218,2020-02-14,0.0,0.0,Andorra la Vella,69,10.7,10,7
204,304,,Andorra,42.5063,1.5218,2020-02-15,0.0,0.0,Andorra la Vella,63,10.7,10,3
205,305,,Andorra,42.5063,1.5218,2020-02-16,0.0,0.0,Andorra la Vella,53,10.8,9,5
206,306,,Andorra,42.5063,1.5218,2020-02-17,0.0,0.0,Andorra la Vella,62,10.8,12,5
207,307,,Andorra,42.5063,1.5218,2020-02-18,0.0,0.0,Andorra la Vella,70,10.8,7,8
208,308,,Andorra,42.5063,1.5218,2020-02-19,0.0,0.0,Andorra la Vella,56,10.8,10,7
209,309,,Andorra,42.5063,1.5218,2020-02-20,0.0,0.0,Andorra la Vella,40,10.9,12,5
210,310,,Andorra,42.5063,1.5218,2020-02-21,0.0,0.0,Andorra la Vella,47,10.9,12,6
211,311,,Andorra,42.5063,1.5218,2020-02-22,0.0,0.0,Andorra la Vella,33,10.9,14,7
212,312,,Andorra,42.5063,1.5218,2020-02-23,0.0,0.0,Andorra la Vella,38,11.0,16,5
213,313,,Andorra,42.5063,1.5218,2020-02-24,0.0,0.0,Andorra la Vella,31,11.0,16,5
214,314,,Andorra,42.5063,1.5218,2020-02-25,0.0,0.0,Andorra la Vella,50,10.1,9,7
215,315,,Andorra,42.5063,1.5218,2020-02-26,0.0,0.0,Andorra la Vella,69,10.1,3,12
216,316,,Andorra,42.5063,1.5218,2020-02-27,0.0,0.0,Andorra la Vella,75,7.0,8,7
217,317,,Andorra,42.5063,1.5218,2020-02-28,0.0,0.0,Andorra la Vella,87,10.1,9,7
218,318,,Andorra,42.5063,1.5218,2020-02-29,0.0,0.0,Andorra la Vella,87,8.6,9,9
219,319,,Andorra,42.5063,1.5218,2020-03-01,0.0,0.0,Andorra la Vella,89,5.6,5,9
220,320,,Andorra,42.5063,1.5218,2020-03-02,1.0,0.0,Andorra la Vella,93,5.6,3,15
221,321,,Andorra,42.5063,1.5218,2020-03-03,1.0,0.0,Andorra la Vella,88,5.6,0,11
222,322,,Andorra,42.5063,1.5218,2020-03-04,1.0,0.0,Andorra la Vella,87,5.6,5,9
223,323,,Andorra,42.5063,1.5218,2020-03-05,1.0,0.0,Andorra la Vella,97,5.6,5,8
224,324,,Andorra,42.5063,1.5218,2020-03-06,1.0,0.0,Andorra la Vella,83,7.1,0,13
225,325,,Andorra,42.5063,1.5218,2020-03-07,1.0,0.0,Andorra la Vella,88,10.1,1,15
226,326,,Andorra,42.5063,1.5218,2020-03-08,1.0,0.0,Andorra la Vella,77,11.3,7,8
227,327,,Andorra,42.5063,1.5218,2020-03-09,1.0,0.0,Andorra la Vella,86,10.1,1,14
228,328,,Andorra,42.5063,1.5218,2020-03-10,1.0,0.0,Andorra la Vella,79,8.7,11,13
229,329,,Andorra,42.5063,1.5218,2020-03-11,1.0,0.0,Andorra la Vella,55,11.4,16,7
230,330,,Andorra,42.5063,1.5218,2020-03-12,1.0,0.0,Andorra la Vella,63,11.5,15,6
231,331,,Andorra,42.5063,1.5218,2020-03-13,1.0,0.0,Andorra la Vella,94,7.2,10,5
232,332,,Andorra,42.5063,1.5218,2020-03-14,1.0,0.0,Andorra la Vella,83,11.6,11,4
233,333,,Andorra,42.5063,1.5218,2020-03-15,1.0,0.0,Andorra la Vella,85,10.2,10,10
234,334,,Andorra,42.5063,1.5218,2020-03-16,2.0,0.0,Andorra la Vella,99,6.0,3,8
235,335,,Andorra,42.5063,1.5218,2020-03-17,39.0,0.0,Andorra la Vella,92,7.4,10,6
236,336,,Andorra,42.5063,1.5218,2020-03-18,39.0,0.0,Andorra la Vella,85,7.4,13,4
237,337,,Andorra,42.5063,1.5218,2020-03-19,53.0,0.0,Andorra la Vella,72,11.6,12,4
238,338,,Andorra,42.5063,1.5218,2020-03-20,75.0,0.0,Andorra la Vella,74,11.6,9,5
239,339,,Andorra,42.5063,1.5218,2020-03-21,88.0,0.0,Andorra la Vella,68,11.6,10,5
240,373,,Barbuda,17.0608,-61.7964,2020-01-22,0.0,0.0,Saint John's,77,8.7,25,24
241,374,,Barbuda,17.0608,-61.7964,2020-01-23,0.0,0.0,Saint John's,80,8.7,26,24
242,375,,Barbuda,17.0608,-61.7964,2020-01-24,0.0,0.0,Saint John's,81,4.2,26,15
243,376,,Barbuda,17.0608,-61.7964,2020-01-25,0.0,0.0,Saint John's,75,8.7,26,9
244,377,,Barbuda,17.0608,-61.7964,2020-01-26,0.0,0.0,Saint John's,75,5.7,26,13
245,378,,Barbuda,17.0608,-61.7964,2020-01-27,0.0,0.0,Saint John's,74,11.6,26,16
246,379,,Barbuda,17.0608,-61.7964,2020-01-28,0.0,0.0,Saint John's,73,10.2,26,15
247,380,,Barbuda,17.0608,-61.7964,2020-01-29,0.0,0.0,Saint John's,72,10.2,26,10
248,381,,Barbuda,17.0608,-61.7964,2020-01-30,0.0,0.0,Saint John's,73,10.2,26,14
249,382,,Barbuda,17.0608,-61.7964,2020-01-31,0.0,0.0,Saint John's,73,11.6,26,17
250,383,,Barbuda,17.0608,-61.7964,2020-02-01,0.0,0.0,Saint John's,75,11.6,26,21
251,384,,Barbuda,17.0608,-61.7964,2020-02-02,0.0,0.0,Saint John's,76,11.6,26,18
252,385,,Barbuda,17.0608,-61.7964,2020-02-03,0.0,0.0,Saint John's,74,8.7,26,16
253,386,,Barbuda,17.0608,-61.7964,2020-02-04,0.0,0.0,Saint John's,76,8.7,26,23
254,387,,Barbuda,17.0608,-61.7964,2020-02-05,0.0,0.0,Saint John's,79,5.8,26,28
255,388,,Barbuda,17.0608,-61.7964,2020-02-06,0.0,0.0,Saint John's,77,8.7,26,33
256,389,,Barbuda,17.0608,-61.7964,2020-02-07,0.0,0.0,Saint John's,75,8.7,26,36
257,390,,Barbuda,17.0608,-61.7964,2020-02-08,0.0,0.0,Saint John's,75,11.6,26,38
258,391,,Barbuda,17.0608,-61.7964,2020-02-09,0.0,0.0,Saint John's,76,7.3,26,34
259,392,,Barbuda,17.0608,-61.7964,2020-02-10,0.0,0.0,Saint John's,75,7.3,26,32
260,393,,Barbuda,17.0608,-61.7964,2020-02-11,0.0,0.0,Saint John's,75,7.3,26,33
261,394,,Barbuda,17.0608,-61.7964,2020-02-12,0.0,0.0,Saint John's,78,5.9,25,35
262,395,,Barbuda,17.0608,-61.7964,2020-02-13,0.0,0.0,Saint John's,75,5.9,26,37
263,396,,Barbuda,17.0608,-61.7964,2020-02-14,0.0,0.0,Saint John's,77,8.7,26,36
264,397,,Barbuda,17.0608,-61.7964,2020-02-15,0.0,0.0,Saint John's,79,7.3,26,33
265,398,,Barbuda,17.0608,-61.7964,2020-02-16,0.0,0.0,Saint John's,78,10.2,26,35
266,399,,Barbuda,17.0608,-61.7964,2020-02-17,0.0,0.0,Saint John's,78,8.7,26,34
267,400,,Barbuda,17.0608,-61.7964,2020-02-18,0.0,0.0,Saint John's,75,7.3,26,36
268,401,,Barbuda,17.0608,-61.7964,2020-02-19,0.0,0.0,Saint John's,75,7.3,26,35
269,402,,Barbuda,17.0608,-61.7964,2020-02-20,0.0,0.0,Saint John's,73,11.6,25,33
270,403,,Barbuda,17.0608,-61.7964,2020-02-21,0.0,0.0,Saint John's,74,11.6,25,23
271,404,,Barbuda,17.0608,-61.7964,2020-02-22,0.0,0.0,Saint John's,74,11.6,26,17
